suburb,state,sal_code,census_year,median_age,median_household_income_weekly,avg_household_size,owner_occupied_pct,renter_pct,household_composition_json
Baldersleigh,NSW,SAL10151,2021,49.0,1562.0,2.2,73.7,0.0,"{""family_household_pct"": 94.7, ""non_family_household_pct"": 21.1, ""lone_person_pct"": 21.1}"
Baldry,NSW,SAL10152,2021,37.0,1625.0,3.0,78.9,0.0,"{""family_household_pct"": 115.8, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Balfours Peak,NSW,SAL10153,2021,43.0,1012.0,3.0,54.5,0.0,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Balgowlah,NSW,SAL10154,2021,41.0,2681.0,2.5,67.0,31.2,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 28.9, ""lone_person_pct"": 24.8}"
Balgowlah Heights,NSW,SAL10155,2021,43.0,4687.0,3.3,90.6,8.4,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 10.7, ""lone_person_pct"": 10.7}"
Balgownie,NSW,SAL10156,2021,42.0,1912.0,2.6,76.0,21.8,"{""family_household_pct"": 75.1, ""non_family_household_pct"": 24.9, ""lone_person_pct"": 22.3}"
Balickera,NSW,SAL10157,2021,37.0,2749.0,3.5,0.0,0.0,"{""family_household_pct"": 125.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Balladoran,NSW,SAL10158,2021,48.0,1350.0,2.8,95.3,18.6,"{""family_household_pct"": 102.3, ""non_family_household_pct"": 14.0, ""lone_person_pct"": 11.6}"
Ballalaba,NSW,SAL10159,2021,52.0,1125.0,2.3,37.5,0.0,"{""family_household_pct"": 62.5, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 50.0}"
Balldale,NSW,SAL10160,2021,47.0,1218.0,2.3,78.2,0.0,"{""family_household_pct"": 54.5, ""non_family_household_pct"": 43.6, ""lone_person_pct"": 34.5}"
Ballengarra,NSW,SAL10161,2021,45.0,1483.0,2.9,82.1,0.0,"{""family_household_pct"": 96.4, ""non_family_household_pct"": 10.7, ""lone_person_pct"": 14.3}"
Ballimore,NSW,SAL10162,2021,43.0,1857.0,2.6,87.8,4.1,"{""family_household_pct"": 73.0, ""non_family_household_pct"": 31.1, ""lone_person_pct"": 28.4}"
Ballina,NSW,SAL10163,2021,56.0,1013.0,2.0,53.2,37.0,"{""family_household_pct"": 53.8, ""non_family_household_pct"": 46.3, ""lone_person_pct"": 41.8}"
Ballyroe,NSW,SAL10164,2021,54.0,725.0,1.0,,,
Balmain,NSW,SAL10165,2021,42.0,3039.0,2.2,56.7,41.4,"{""family_household_pct"": 63.5, ""non_family_household_pct"": 36.6, ""lone_person_pct"": 33.2}"
Balmain East,NSW,SAL10166,2021,46.0,3020.0,2.2,58.2,40.8,"{""family_household_pct"": 64.0, ""non_family_household_pct"": 36.0, ""lone_person_pct"": 33.1}"
Balmoral,NSW,SAL10167,2021,45.0,1931.0,2.6,83.5,16.2,"{""family_household_pct"": 82.0, ""non_family_household_pct"": 18.8, ""lone_person_pct"": 15.8}"
Balmoral,NSW,SAL10168,2021,43.0,2147.0,3.0,92.6,10.1,"{""family_household_pct"": 90.5, ""non_family_household_pct"": 10.1, ""lone_person_pct"": 10.1}"
Balranald,NSW,SAL10169,2021,47.0,1197.0,2.3,65.7,27.8,"{""family_household_pct"": 62.6, ""non_family_household_pct"": 37.4, ""lone_person_pct"": 34.1}"
Bamarang,NSW,SAL10170,2021,53.0,949.0,2.8,83.3,33.3,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Banda Banda,NSW,SAL10171,2021,0.0,0.0,0.0,,,
Bandon Grove,NSW,SAL10172,2021,51.0,1624.0,2.8,85.7,21.4,"{""family_household_pct"": 83.3, ""non_family_household_pct"": 19.0, ""lone_person_pct"": 19.0}"
Bangadang,NSW,SAL10173,2021,23.0,1499.0,3.5,0.0,0.0,"{""family_household_pct"": 200.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Bangalee,NSW,SAL10174,2021,46.0,2181.0,2.9,92.2,7.0,"{""family_household_pct"": 85.2, ""non_family_household_pct"": 14.1, ""lone_person_pct"": 13.0}"
Bangalow,NSW,SAL10175,2021,40.0,2097.0,2.7,70.5,25.5,"{""family_household_pct"": 76.1, ""non_family_household_pct"": 23.6, ""lone_person_pct"": 19.0}"
Bangheet,NSW,SAL10176,2021,56.0,1562.0,2.0,84.2,0.0,"{""family_household_pct"": 68.4, ""non_family_household_pct"": 42.1, ""lone_person_pct"": 42.1}"
Bango,NSW,SAL10177,2021,43.0,2625.0,2.6,93.6,6.4,"{""family_household_pct"": 78.7, ""non_family_household_pct"": 14.9, ""lone_person_pct"": 14.9}"
Bangor,NSW,SAL10178,2021,43.0,2626.0,2.9,91.0,7.5,"{""family_household_pct"": 85.1, ""non_family_household_pct"": 14.6, ""lone_person_pct"": 13.7}"
Banksia,NSW,SAL10179,2021,41.0,2018.0,2.8,75.5,22.6,"{""family_household_pct"": 77.5, ""non_family_household_pct"": 21.9, ""lone_person_pct"": 17.4}"
Banksmeadow,NSW,SAL10180,2021,33.0,2225.0,2.0,39.9,59.6,"{""family_household_pct"": 66.5, ""non_family_household_pct"": 35.5, ""lone_person_pct"": 31.5}"
Bankstown,NSW,SAL10181,2021,34.0,1331.0,2.9,45.9,50.4,"{""family_household_pct"": 73.8, ""non_family_household_pct"": 26.2, ""lone_person_pct"": 22.1}"
Bankstown Aerodrome,NSW,SAL10182,2021,69.0,1999.0,2.0,0.0,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Bannaby,NSW,SAL10183,2021,52.0,1125.0,2.2,104.5,0.0,"{""family_household_pct"": 68.2, ""non_family_household_pct"": 22.7, ""lone_person_pct"": 36.4}"
Bannister,NSW,SAL10184,2021,52.0,2250.0,2.4,85.2,13.0,"{""family_household_pct"": 79.6, ""non_family_household_pct"": 22.2, ""lone_person_pct"": 22.2}"
Banoon,NSW,SAL10185,2021,52.0,1208.0,2.0,58.3,33.3,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 41.7}"
Banora Point,NSW,SAL10186,2021,49.0,1268.0,2.4,76.9,18.6,"{""family_household_pct"": 69.7, ""non_family_household_pct"": 30.3, ""lone_person_pct"": 27.6}"
Banyabba,NSW,SAL10187,2021,56.0,1312.0,2.1,80.0,33.3,"{""family_household_pct"": 53.3, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Bar Beach,NSW,SAL10188,2021,41.0,2300.0,2.3,56.0,40.9,"{""family_household_pct"": 57.4, ""non_family_household_pct"": 42.4, ""lone_person_pct"": 32.7}"
Bar Point,NSW,SAL10189,2021,52.0,1125.0,1.7,78.2,16.4,"{""family_household_pct"": 49.1, ""non_family_household_pct"": 52.7, ""lone_person_pct"": 52.7}"
Bara,NSW,SAL10190,2021,51.0,1125.0,1.8,92.3,0.0,"{""family_household_pct"": 30.8, ""non_family_household_pct"": 23.1, ""lone_person_pct"": 23.1}"
Baradine,NSW,SAL10191,2021,50.0,1034.0,2.2,70.8,21.3,"{""family_household_pct"": 60.5, ""non_family_household_pct"": 37.8, ""lone_person_pct"": 36.4}"
Barangaroo,NSW,SAL10192,2021,40.0,4591.0,1.8,32.7,62.5,"{""family_household_pct"": 57.7, ""non_family_household_pct"": 41.3, ""lone_person_pct"": 41.3}"
Barcoongere,NSW,SAL10193,2021,25.0,0.0,0.0,,,
Barden Ridge,NSW,SAL10194,2021,41.0,3134.0,3.3,92.7,6.1,"{""family_household_pct"": 92.1, ""non_family_household_pct"": 7.9, ""lone_person_pct"": 7.4}"
Bardia,NSW,SAL10195,2021,30.0,2417.0,3.5,62.9,34.7,"{""family_household_pct"": 89.6, ""non_family_household_pct"": 10.8, ""lone_person_pct"": 9.1}"
Bardwell Park,NSW,SAL10196,2021,42.0,2386.0,2.8,79.6,18.5,"{""family_household_pct"": 80.3, ""non_family_household_pct"": 19.5, ""lone_person_pct"": 17.0}"
Bardwell Valley,NSW,SAL10197,2021,42.0,2099.0,2.9,79.2,17.3,"{""family_household_pct"": 77.4, ""non_family_household_pct"": 22.4, ""lone_person_pct"": 19.0}"
Barellan,NSW,SAL10198,2021,48.0,1262.0,2.2,82.1,12.1,"{""family_household_pct"": 61.6, ""non_family_household_pct"": 39.5, ""lone_person_pct"": 38.4}"
Bargo,NSW,SAL10199,2021,41.0,1736.0,2.8,77.3,17.1,"{""family_household_pct"": 77.0, ""non_family_household_pct"": 23.3, ""lone_person_pct"": 21.4}"
Barham,NSW,SAL10200,2021,58.0,995.0,2.1,72.5,22.2,"{""family_household_pct"": 60.4, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 37.5}"
Barigan,NSW,SAL10201,2021,0.0,0.0,0.0,,,
Barkers Vale,NSW,SAL10202,2021,50.0,784.0,2.4,70.3,16.2,"{""family_household_pct"": 62.2, ""non_family_household_pct"": 27.0, ""lone_person_pct"": 25.7}"
Barmedman,NSW,SAL10203,2021,48.0,864.0,2.4,82.4,9.8,"{""family_household_pct"": 68.6, ""non_family_household_pct"": 35.3, ""lone_person_pct"": 32.7}"
Barneys Reef,NSW,SAL10204,2021,0.0,0.0,0.0,,,
Barnsley,NSW,SAL10205,2021,39.0,1784.0,2.7,85.6,13.0,"{""family_household_pct"": 80.2, ""non_family_household_pct"": 20.6, ""lone_person_pct"": 17.9}"
Barooga,NSW,SAL10206,2021,46.0,1375.0,2.3,75.5,21.3,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 28.7, ""lone_person_pct"": 27.2}"
Barraba,NSW,SAL10207,2021,58.0,776.0,1.9,72.9,20.3,"{""family_household_pct"": 53.6, ""non_family_household_pct"": 46.9, ""lone_person_pct"": 42.8}"
Barrack Heights,NSW,SAL10208,2021,41.0,1340.0,2.5,64.7,33.0,"{""family_household_pct"": 73.8, ""non_family_household_pct"": 26.1, ""lone_person_pct"": 24.3}"
Barrack Point,NSW,SAL10209,2021,48.0,1836.0,2.6,78.8,19.0,"{""family_household_pct"": 72.1, ""non_family_household_pct"": 29.7, ""lone_person_pct"": 29.0}"
Barraganyatti,NSW,SAL10210,2021,45.0,1149.0,2.6,90.6,13.2,"{""family_household_pct"": 69.8, ""non_family_household_pct"": 22.6, ""lone_person_pct"": 20.8}"
Barragga Bay,NSW,SAL10211,2021,63.0,1187.0,2.1,88.1,14.3,"{""family_household_pct"": 61.9, ""non_family_household_pct"": 23.8, ""lone_person_pct"": 21.4}"
Barratta,NSW,SAL10212,2021,41.0,2249.0,1.8,,,
Barren Grounds,NSW,SAL10213,2021,0.0,0.0,0.0,,,
Barrengarry,NSW,SAL10214,2021,50.0,2062.0,2.5,82.2,11.0,"{""family_household_pct"": 76.7, ""non_family_household_pct"": 16.4, ""lone_person_pct"": 16.4}"
Barretts Creek,NSW,SAL10215,2021,55.0,749.0,3.0,37.5,0.0,"{""family_household_pct"": 37.5, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 50.0}"
Barringella,NSW,SAL10216,2021,52.0,2624.0,2.6,85.7,0.0,"{""family_household_pct"": 35.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Barrington,NSW,SAL10217,2021,55.0,1262.0,2.3,86.9,9.2,"{""family_household_pct"": 75.2, ""non_family_household_pct"": 26.1, ""lone_person_pct"": 24.8}"
Barrington Tops,NSW,SAL10218,2021,57.0,350.0,1.0,,,
Barry,NSW,SAL10219,2021,45.0,1437.0,2.4,88.9,4.8,"{""family_household_pct"": 58.7, ""non_family_household_pct"": 31.7, ""lone_person_pct"": 33.3}"
Barry,NSW,SAL10220,2021,26.0,0.0,0.0,,,
Barwang,NSW,SAL10221,2021,46.0,1875.0,2.6,54.3,17.4,"{""family_household_pct"": 82.6, ""non_family_household_pct"": 28.3, ""lone_person_pct"": 28.3}"
Baryulgil,NSW,SAL10222,2021,49.0,725.0,3.4,0.0,0.0,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Basin View,NSW,SAL10223,2021,48.0,1244.0,2.4,77.6,18.6,"{""family_household_pct"": 69.9, ""non_family_household_pct"": 30.7, ""lone_person_pct"": 25.2}"
Bass Hill,NSW,SAL10224,2021,34.0,1411.0,3.3,63.0,33.0,"{""family_household_pct"": 80.8, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 17.7}"
Bassendean,NSW,SAL10225,2021,22.0,0.0,4.0,,,
Batar Creek,NSW,SAL10226,2021,51.0,2071.0,2.8,93.3,0.0,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 26.7, ""lone_person_pct"": 26.7}"
Bateau Bay,NSW,SAL10227,2021,42.0,1475.0,2.5,70.6,23.8,"{""family_household_pct"": 70.7, ""non_family_household_pct"": 29.2, ""lone_person_pct"": 27.3}"
Batehaven,NSW,SAL10228,2021,54.0,1128.0,2.0,60.7,36.3,"{""family_household_pct"": 60.6, ""non_family_household_pct"": 39.5, ""lone_person_pct"": 36.9}"
Batemans Bay,NSW,SAL10229,2021,53.0,791.0,1.8,38.5,52.1,"{""family_household_pct"": 42.8, ""non_family_household_pct"": 56.5, ""lone_person_pct"": 52.0}"
Bathampton,NSW,SAL10230,2021,54.0,1625.0,2.5,90.0,30.0,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Bathurst,NSW,SAL10231,2021,41.0,1209.0,1.9,43.3,53.5,"{""family_household_pct"": 49.2, ""non_family_household_pct"": 50.8, ""lone_person_pct"": 45.3}"
Batlow,NSW,SAL10232,2021,49.0,1064.0,2.2,76.0,19.3,"{""family_household_pct"": 67.0, ""non_family_household_pct"": 32.8, ""lone_person_pct"": 32.0}"
Baulkham Hills,NSW,SAL10233,2021,39.0,2474.0,3.0,75.6,22.3,"{""family_household_pct"": 83.0, ""non_family_household_pct"": 17.0, ""lone_person_pct"": 15.3}"
Baw Baw,NSW,SAL10234,2021,45.0,2178.0,2.8,82.1,7.4,"{""family_household_pct"": 76.8, ""non_family_household_pct"": 15.8, ""lone_person_pct"": 15.8}"
Bawley Point,NSW,SAL10235,2021,56.0,1240.0,2.2,84.8,11.5,"{""family_household_pct"": 71.2, ""non_family_household_pct"": 29.4, ""lone_person_pct"": 26.4}"
Baxters Ridge,NSW,SAL10236,2021,0.0,0.0,0.0,,,
Bayview,NSW,SAL10237,2021,58.0,1885.0,2.3,72.2,6.9,"{""family_household_pct"": 64.6, ""non_family_household_pct"": 35.6, ""lone_person_pct"": 34.5}"
Beacon Hill,NSW,SAL10238,2021,41.0,2937.0,3.2,81.0,16.4,"{""family_household_pct"": 85.9, ""non_family_household_pct"": 14.0, ""lone_person_pct"": 12.0}"
Beaconsfield,NSW,SAL10239,2021,33.0,3061.0,2.4,50.5,48.8,"{""family_household_pct"": 64.0, ""non_family_household_pct"": 37.1, ""lone_person_pct"": 25.3}"
Bean Creek,NSW,SAL10240,2021,59.0,762.0,2.1,64.0,0.0,"{""family_household_pct"": 68.0, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Bearbong,NSW,SAL10241,2021,38.0,1437.0,3.1,72.7,13.6,"{""family_household_pct"": 77.3, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 22.7}"
Beaumont,NSW,SAL10242,2021,63.0,1875.0,2.4,88.2,0.0,"{""family_household_pct"": 70.6, ""non_family_household_pct"": 11.8, ""lone_person_pct"": 11.8}"
Beaumont Hills,NSW,SAL10243,2021,38.0,3308.0,3.5,83.5,15.7,"{""family_household_pct"": 93.5, ""non_family_household_pct"": 6.5, ""lone_person_pct"": 6.0}"
Beckom,NSW,SAL10244,2021,42.0,1125.0,2.7,66.0,17.0,"{""family_household_pct"": 68.1, ""non_family_household_pct"": 29.8, ""lone_person_pct"": 27.7}"
Bective,NSW,SAL10245,2021,49.0,1575.0,2.4,72.0,17.3,"{""family_household_pct"": 81.3, ""non_family_household_pct"": 13.3, ""lone_person_pct"": 13.3}"
Bectric,NSW,SAL10246,2021,41.0,1208.0,2.8,47.1,23.5,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 17.6, ""lone_person_pct"": 17.6}"
Bedgerabong,NSW,SAL10247,2021,45.0,1375.0,2.5,70.0,10.0,"{""family_household_pct"": 56.0, ""non_family_household_pct"": 32.0, ""lone_person_pct"": 32.0}"
Beechwood,NSW,SAL10248,2021,37.0,1516.0,2.8,83.2,13.2,"{""family_household_pct"": 83.5, ""non_family_household_pct"": 17.7, ""lone_person_pct"": 14.8}"
Beecroft,NSW,SAL10249,2021,43.0,2962.0,3.0,80.8,17.1,"{""family_household_pct"": 83.9, ""non_family_household_pct"": 16.1, ""lone_person_pct"": 15.0}"
Beecroft Peninsula,NSW,SAL10250,2021,66.0,725.0,1.0,,,
Beelbangera,NSW,SAL10251,2021,39.0,1786.0,2.6,82.8,7.8,"{""family_household_pct"": 78.9, ""non_family_household_pct"": 23.4, ""lone_person_pct"": 21.9}"
Beemunnel,NSW,SAL10252,2021,38.0,2749.0,2.9,100.0,0.0,"{""family_household_pct"": 46.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Bega,NSW,SAL10253,2021,43.0,1196.0,2.3,63.5,32.4,"{""family_household_pct"": 64.7, ""non_family_household_pct"": 35.4, ""lone_person_pct"": 32.4}"
Beggan Beggan,NSW,SAL10254,2021,31.0,2139.0,2.8,31.0,21.4,"{""family_household_pct"": 81.0, ""non_family_household_pct"": 16.7, ""lone_person_pct"": 16.7}"
Belanglo,NSW,SAL10255,2021,53.0,2250.0,2.5,33.3,0.0,"{""family_household_pct"": 55.6, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Belbora,NSW,SAL10256,2021,55.0,971.0,2.1,85.5,5.5,"{""family_household_pct"": 65.5, ""non_family_household_pct"": 38.2, ""lone_person_pct"": 30.9}"
Belfield,NSW,SAL10257,2021,40.0,1727.0,2.9,66.2,30.3,"{""family_household_pct"": 76.2, ""non_family_household_pct"": 24.0, ""lone_person_pct"": 21.9}"
Belford,NSW,SAL10258,2021,44.0,2833.0,3.4,104.4,8.9,"{""family_household_pct"": 106.7, ""non_family_household_pct"": 6.7, ""lone_person_pct"": 0.0}"
Belfrayden,NSW,SAL10259,2021,54.0,575.0,1.4,63.6,0.0,"{""family_household_pct"": 0.0, ""non_family_household_pct"": 36.4, ""lone_person_pct"": 36.4}"
Belgravia,NSW,SAL10260,2021,42.0,2083.0,2.6,78.0,22.0,"{""family_household_pct"": 73.2, ""non_family_household_pct"": 29.3, ""lone_person_pct"": 29.3}"
Belimbla Park,NSW,SAL10261,2021,39.0,2213.0,3.3,92.4,3.5,"{""family_household_pct"": 87.6, ""non_family_household_pct"": 11.2, ""lone_person_pct"": 10.0}"
Bell,NSW,SAL10262,2021,41.0,1149.0,2.4,92.9,0.0,"{""family_household_pct"": 64.3, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 0.0}"
Bella Vista,NSW,SAL10263,2021,40.0,3518.0,3.4,85.1,12.6,"{""family_household_pct"": 92.4, ""non_family_household_pct"": 7.4, ""lone_person_pct"": 6.4}"
Bellambi,NSW,SAL10264,2021,38.0,1183.0,2.3,44.0,53.0,"{""family_household_pct"": 63.4, ""non_family_household_pct"": 36.8, ""lone_person_pct"": 33.6}"
Bellangry,NSW,SAL10265,2021,54.0,1149.0,2.2,84.1,11.4,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 18.2, ""lone_person_pct"": 18.2}"
Bellata,NSW,SAL10266,2021,45.0,1284.0,2.4,57.3,20.8,"{""family_household_pct"": 62.5, ""non_family_household_pct"": 34.4, ""lone_person_pct"": 28.1}"
Bellawongarah,NSW,SAL10267,2021,62.0,2187.0,2.2,93.2,0.0,"{""family_household_pct"": 95.5, ""non_family_household_pct"": 18.2, ""lone_person_pct"": 20.5}"
Bellbird,NSW,SAL10268,2021,34.0,1427.0,2.7,71.0,25.2,"{""family_household_pct"": 77.2, ""non_family_household_pct"": 22.9, ""lone_person_pct"": 20.0}"
Bellbird Heights,NSW,SAL10269,2021,40.0,1487.0,2.6,80.3,18.4,"{""family_household_pct"": 72.8, ""non_family_household_pct"": 25.2, ""lone_person_pct"": 24.9}"
Bellbrook,NSW,SAL10270,2021,49.0,858.0,2.4,68.6,22.3,"{""family_household_pct"": 62.8, ""non_family_household_pct"": 37.2, ""lone_person_pct"": 33.1}"
Bellevue Hill,NSW,SAL10271,2021,39.0,3315.0,2.5,64.0,33.2,"{""family_household_pct"": 67.8, ""non_family_household_pct"": 32.3, ""lone_person_pct"": 25.8}"
Bellimbopinni,NSW,SAL10272,2021,41.0,1187.0,2.3,73.5,17.6,"{""family_household_pct"": 73.5, ""non_family_household_pct"": 26.5, ""lone_person_pct"": 26.5}"
Bellingen,NSW,SAL10273,2021,44.0,1268.0,2.4,71.4,25.9,"{""family_household_pct"": 66.3, ""non_family_household_pct"": 33.4, ""lone_person_pct"": 29.1}"
Bellmount Forest,NSW,SAL10274,2021,49.0,2812.0,2.6,74.4,11.6,"{""family_household_pct"": 67.4, ""non_family_household_pct"": 14.0, ""lone_person_pct"": 14.0}"
Belltrees,NSW,SAL10275,2021,32.0,2750.0,3.5,112.5,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 0.0}"
Belmont,NSW,SAL10276,2021,48.0,1280.0,2.2,66.2,30.6,"{""family_household_pct"": 64.0, ""non_family_household_pct"": 36.1, ""lone_person_pct"": 33.4}"
Belmont North,NSW,SAL10277,2021,40.0,1739.0,2.6,78.6,18.3,"{""family_household_pct"": 76.6, ""non_family_household_pct"": 23.5, ""lone_person_pct"": 21.1}"
Belmont South,NSW,SAL10278,2021,48.0,1239.0,2.3,61.6,38.4,"{""family_household_pct"": 69.4, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 29.0}"
Belmore,NSW,SAL10279,2021,38.0,1456.0,2.6,53.0,43.0,"{""family_household_pct"": 69.6, ""non_family_household_pct"": 30.5, ""lone_person_pct"": 26.2}"
Belmore River,NSW,SAL10280,2021,51.0,1292.0,2.5,75.8,16.8,"{""family_household_pct"": 74.7, ""non_family_household_pct"": 26.3, ""lone_person_pct"": 22.1}"
Beloka,NSW,SAL10281,2021,57.0,2750.0,2.9,50.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Belowra,NSW,SAL10282,2021,50.0,1499.0,1.5,,,
Belrose,NSW,SAL10283,2021,46.0,2598.0,2.9,83.8,11.5,"{""family_household_pct"": 79.5, ""non_family_household_pct"": 20.7, ""lone_person_pct"": 19.6}"
Bemboka,NSW,SAL10284,2021,50.0,1015.0,2.3,78.8,14.2,"{""family_household_pct"": 62.9, ""non_family_household_pct"": 35.0, ""lone_person_pct"": 30.8}"
Ben Bullen,NSW,SAL10285,2021,55.0,1562.0,2.3,106.7,0.0,"{""family_household_pct"": 93.3, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 16.7}"
Ben Lomond,NSW,SAL10286,2021,47.0,1231.0,2.4,84.3,19.6,"{""family_household_pct"": 70.6, ""non_family_household_pct"": 41.2, ""lone_person_pct"": 33.3}"
Benandarah,NSW,SAL10287,2021,57.0,1025.0,2.1,69.9,8.2,"{""family_household_pct"": 53.4, ""non_family_household_pct"": 47.9, ""lone_person_pct"": 39.7}"
Bendalong,NSW,SAL10288,2021,55.0,1224.0,2.3,72.3,19.1,"{""family_household_pct"": 63.8, ""non_family_household_pct"": 29.8, ""lone_person_pct"": 29.8}"
Bendemeer,NSW,SAL10289,2021,52.0,1021.0,2.3,77.2,15.0,"{""family_household_pct"": 64.8, ""non_family_household_pct"": 35.2, ""lone_person_pct"": 33.2}"
Bendick Murrell,NSW,SAL10290,2021,56.0,1152.0,2.1,91.5,8.5,"{""family_household_pct"": 76.3, ""non_family_household_pct"": 35.6, ""lone_person_pct"": 28.8}"
Bendolba,NSW,SAL10291,2021,37.0,1625.0,2.8,58.9,32.2,"{""family_household_pct"": 74.4, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 20.0}"
Bendoura,NSW,SAL10292,2021,43.0,1416.0,2.6,90.2,0.0,"{""family_household_pct"": 61.0, ""non_family_household_pct"": 14.6, ""lone_person_pct"": 22.0}"
Benerembah,NSW,SAL10293,2021,28.0,2125.0,3.0,50.0,20.6,"{""family_household_pct"": 61.8, ""non_family_household_pct"": 14.7, ""lone_person_pct"": 14.7}"
Bengalla,NSW,SAL10294,2021,46.0,1875.0,2.4,0.0,166.7,"{""family_household_pct"": 166.7, ""non_family_household_pct"": 133.3, ""lone_person_pct"": 133.3}"
Bennetts Green,NSW,SAL10295,2021,72.0,900.0,2.0,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Benolong,NSW,SAL10296,2021,32.0,1843.0,3.4,41.2,52.9,"{""family_household_pct"": 88.2, ""non_family_household_pct"": 17.6, ""lone_person_pct"": 17.6}"
Bensville,NSW,SAL10297,2021,42.0,2176.0,2.9,92.0,6.9,"{""family_household_pct"": 83.5, ""non_family_household_pct"": 16.4, ""lone_person_pct"": 14.9}"
Bentley,NSW,SAL10298,2021,53.0,1212.0,2.6,80.0,8.2,"{""family_household_pct"": 82.4, ""non_family_household_pct"": 14.1, ""lone_person_pct"": 16.5}"
Berala,NSW,SAL10299,2021,37.0,1552.0,3.0,56.3,40.1,"{""family_household_pct"": 74.3, ""non_family_household_pct"": 25.4, ""lone_person_pct"": 19.4}"
Berambing,NSW,SAL10300,2021,47.0,2035.0,2.6,107.9,15.8,"{""family_household_pct"": 76.3, ""non_family_household_pct"": 15.8, ""lone_person_pct"": 15.8}"
Beresfield,NSW,SAL10301,2021,39.0,1257.0,2.3,66.1,31.3,"{""family_household_pct"": 66.7, ""non_family_household_pct"": 33.2, ""lone_person_pct"": 29.6}"
Bergalia,NSW,SAL10302,2021,51.0,1541.0,2.7,100.0,0.0,"{""family_household_pct"": 85.5, ""non_family_household_pct"": 9.7, ""lone_person_pct"": 9.7}"
Berkeley,NSW,SAL10303,2021,40.0,1217.0,2.5,58.6,37.7,"{""family_household_pct"": 69.2, ""non_family_household_pct"": 30.9, ""lone_person_pct"": 27.6}"
Berkeley Vale,NSW,SAL10304,2021,36.0,1791.0,2.7,77.1,21.2,"{""family_household_pct"": 76.1, ""non_family_household_pct"": 23.9, ""lone_person_pct"": 21.2}"
Berkshire Park,NSW,SAL10305,2021,37.0,2036.0,3.2,69.5,28.5,"{""family_household_pct"": 82.3, ""non_family_household_pct"": 17.4, ""lone_person_pct"": 13.4}"
Berlang,NSW,SAL10306,2021,0.0,0.0,0.0,,,
Bermagui,NSW,SAL10307,2021,58.0,1022.0,2.1,74.7,23.6,"{""family_household_pct"": 63.7, ""non_family_household_pct"": 36.3, ""lone_person_pct"": 34.2}"
Berowra,NSW,SAL10308,2021,41.0,2781.0,3.0,86.9,12.2,"{""family_household_pct"": 85.5, ""non_family_household_pct"": 14.3, ""lone_person_pct"": 13.6}"
Berowra Heights,NSW,SAL10309,2021,42.0,2468.0,2.9,88.1,10.6,"{""family_household_pct"": 84.4, ""non_family_household_pct"": 15.5, ""lone_person_pct"": 14.7}"
Berowra Waters,NSW,SAL10310,2021,56.0,1812.0,2.1,96.7,0.0,"{""family_household_pct"": 75.4, ""non_family_household_pct"": 31.1, ""lone_person_pct"": 29.5}"
